fecha,presion_media,presion_min,presion_max,presion_desv,humedad_media,humedad_min,humedad_max,humedad_desv,viento_media,viento_min,viento_max,viento_desv,rafaga_media,rafaga_min,rafaga_max,rafaga_desv,viento_norte,viento_este,direccion_viento,registros_del_dia,anio,dia_del_anio,estacion_anio,mes,sector_viento,temp_max_manana
2010-07-29,,982.14,985.18,0.8614,0.847097,0.585,96.5,9.5089,5.82732,1.0080000000000002,15.192,92.84,2.7006,0.84,5.84,-61.980000000000004,-0.4047,-0.4884,230.3525,144,2010,210,,NOVEMBER,SO,22.05
2010-07-30,987.866,984.82,991.19,1.7906,0.719944,0.4336,93.9,16.4678,1.3847,0.23,3.51,,2.4015,0.72,5.52,,-0.5753,-0.9087,237.6617,144,2010,211,verano,July,SO,24.44
2010-07-31,990.1399,988.49,991.81,1.0775,64.0096,38.89,95.2,20.9782,2.0074,0.29,1.77992984954501,1.1502,3.3231,0.48,5.356218019999999,1.8701,-1.7609,-0.4186,193.3735,144,2010,212,verano,July,S,27.58
2010-08-01,988.0402,986.21,989.47,1.1193,0.607799,0.9190766538532443,40.0,16.5945,2.2363,0.4,6.03,1.3059,3.5776,0.84,9.04,1.9824,-2.0452,-0.4904,193.4841,144,2010,213,East,August,S,23.71
2010-08-02,987.3986,986.15,988.57,0.6715,80.1034,57.15,96.1,13.6327,4.2278400000000005,1.0080000000000002,9.864,0.5531,2.1675,0.6,4.5,0.9207,-0.3492,-0.4043,229.1858,144,2010,214,invierno,january,SO,19.64
2010-08-03,986.9185,985.67,988.57,0.8129,87.1221,61.47,96.9,9.0357,5.077800000000001,0.9720000000000001,8.746418196,0.8402,2.2515,0.52,3.45482276,1.0296,-0.2975,-0.9462,252.5472,144,2010,215,invierno,June,O,22.14
2010-08-04,984.6884,981.51,988.13,2.4028,0.720683,0.439,98.3,20.4348,8.03232,1.296,17.532,125.69,3.4674,0.6,7.56,-90.97,-1.9725,-0.5363,195.2098,144,2010,216,invierno,January,S,22.51
2010-08-05,981.4472,980.01,984.94,1.4945,76.9339,51.5,93.1,13.3076,5.08608,0.8280000000000001,10.379381184,0.9279,2.4669,0.64,4.23153651,1.3609,-0.3989,-0.3165,218.4351,144,2010,217,,marzo,SO,14.9
2010-08-06,987.9515,984.82,990.79,2.0211,0.927354,0.899,94.9,1.3667,2.0086,0.27,,0.8271,,0.72,6.81,1.1623,-0.9405,-1.6401,240.1677,144,2010,218,verano,August,SO,22.42
2010-08-07,990.0758,989.22,990.93,0.4629,70.5783,51.36,89.4,11.6808,1.8354,0.16,4.38,1.057,3.1106,0.4,5.72,1.345,-0.5054,-1.3853,249.9553,144,2010,219,verano,August,O,22.71
2010-08-08,988.7258,987.02,989.97,0.6651,72.8447,93.40722002564141,48.5,12.456,1.8937,0.18,6.01,1.4043,3.0608,0.36,8.6,1.9871,-1.5258,-0.5738,200.6078,144,2010,220,verano,August,S,21.4
2010-08-09,990.1133,989.24,,0.5614,0.78506,0.5882000000000001,92.9,11.2451,0.9647,0.12,3.03,0.6042,1.7738,0.32,6.08,1.1298,-0.3586,-0.3859,227.1017,144,2010,221,verano,August,SO,25.64
2010-08-10,989.384,987.51,990.83,1.1148,67.0697,36.93,97.2,22.7587,1.3172,,3.88,0.7311,2.1769,0.28,5.32,1.0592,-1.0701,-0.1643,188.7309,144,2010,222,verano,August,S,23.55
2010-08-11,987.7942,987.14,988.65,0.4093,0.803991,58.16,91.9,9.9487,1.5433,0.25,4.99,0.7887,2.4832,0.72,7.08,1.1811,-1.3671,-0.3492,194.3292,144,2010,223,verano,August,S,
2010-08-12,986.601,985.56,988.5,,0.948917,0.831,97.8,3.4658,0.9747,0.2,,0.6537,1.6272,0.44,5.24,0.9139,-0.613,-0.2912,205.4101,144,2010,224,verano,agosto,SO,19.81
2010-08-13,990.2765,988.41,991.32,0.8328,0.893938,0.7190000000000001,98.3,8.5972,0.9541,0.23,2.75267353,0.7778,1.6182,0.56,4.42416152,1.1038,0.2123,0.06,15.7715,144,2010,225,verano,AUGUST,N,19.57
2010-08-14,990.4828,989.22,991.29,0.4346,84.3864,65.12,95.7,9.4681,1.7086,0.32,2.62839933,0.8538,2.8174,0.62,5.92,1.1893,0.7872,0.6511,39.5952,144,2010,226,verano,August,NE,19.5
2010-08-15,985.3401,983.44,989.13,1.5033,93.5979,100.41957060898571,81.3,3.8357,8.43948,33.47914628424109,0.939512952,122.52000000000001,3.4735,0.82,5.07038736,-84.785,0.8549,0.5747,33.9104,144,2010,227,invierno,october,NE,
2010-08-16,984.2949,983.67,985.74,0.4977,80.2311,58.26,96.1,12.1723,2.4597,0.19,6.88,1.6028,3.7673,,11.07,2.4536,-2.2068,-0.6101,195.4534,144,2010,228,VERANO_INVIERNO,August,S,16.38
2010-08-17,981.0495,979.56,983.58,1.2185,90.9215,82.4,98.0,3.8547,10.109160000000001,3.672,12.392623224000001,104.97000000000001,4.7726,2.04,4.97718171,-75.265,-2.3284,-1.237,207.9806,144,2010,229,invierno,febrero,SO,19.54
2010-08-18,981.6383,980.93,983.33,0.5858,79.0359,64.35,90.5,8.0188,3.2999,,7.58,1.7667,5.1949,0.96,11.17,2.5072,,-1.3438,205.1858,144,2010,230,invierno,Oct,SO,21.5
2010-08-19,988.9699,983.62,994.09,2.9195,70.564,41.79,,19.4742,6.2240400000000005,1.116,16.704,84.28999999999999,3.0081,0.56,8.28,-74.1,-0.774,-1.3468,240.1141,144,2010,231,invierno,Enero,SO,26.92
2010-08-20,994.8881,993.65,996.23,0.7383,,39.58,96.3,21.0448,4.912920000000001,1.332,7.202932632000001,0.6399,2.3396,1.02,3.3056937200000003,0.9951,-1.0108,-0.1055,185.96,144,2010,232,invierno,Aug,S,28.79
2010-08-21,995.824,994.13,997.58,1.1316,0.006894710000000001,0.4072,95.7,19.0072,6.26292,1.692,13.284,80.69,2.8569,0.8,6.4,-64.63,-1.3185,-0.6247,205.3501,144,2010,233,invierno,Jan,SO,29.39
2010-08-22,989.9766,985.4,994.47,2.8049,75.6238,49.19,96.3,18.1443,7.75368,1.692,21.456,1.3038,3.6382,0.96,10.12,2.0843,-1.503,-1.116,216.5951,144,2010,234,invierno,SEPTEMBER,SO,23.18
2010-08-23,980.3681,986.7028730544172,976.23,2.9334,85.1278,67.43,98.8,11.1475,10.89396,3.6,25.164,1.4131,4.4824,,10.72,,-2.7387,-1.0107,200.2565,144,,235,berano,agosto,S,22.27
2010-08-24,981.5886,978.23,986.97,2.5035,71.3435,45.1,94.7,17.4446,2.3306,0.71,4.05,0.7666,3.8519,1.22,6.86,1.3068,-0.9222,-1.8368,243.3401,144,2010,236,verano,August,SO,19.91
2010-08-25,989.1472,987.02,,0.9632,0.627705,0.4512,82.8,11.1145,2.986,0.53,6.71,1.5713,4.9503,1.0,,2.6518,-1.9985,-1.9831,224.7782,144,2010,237,verano,August,so,23.82
2010-08-26,983.9448,993.1151587447024,979.5,2.7147,0.793569,0.6225,95.2,9.4406,2.2843,0.37,6.53,1.3336,3.7952,12.99018934916828,0.88,2.3968,-1.7086,-1.1844,,144,2010,238,berano,August,SO,22.03
2010-08-27,976.107,974.12,979.89,1.5143,82.2145,63.44,96.2,9.1996,3.2652,0.66,4.3930929700000005,1.2305,5.5239,1.14,6.760516480000001,1.8869,-2.2657,-1.8801,219.6864,144,2010,239,verano,August,SO,17.73
2010-08-28,986.2532,979.93,989.73,2.5841,73.3722,48.09,91.8,14.4209,8.383680000000002,1.4040000000000001,14.076,0.8035,4.4962,0.76,7.69,1.5981,-0.2797,-2.2439,262.8945,144,2010,240,invierno,Aug,O,15.49
2010-08-29,985.5097,992.370795991822,979.18,2.8399,79.0707,61.36,88.7,8.6499,2.8329,0.57,6.81,1.2701,4.5823,,10.01,2.2672,-2.2612,-1.4549,212.7576,144,2010,241,verno,August,SO,11.51
2010-08-30,981.3162,977.47,987.25,3.0336,86.7049,68.91,95.5,6.0954,1.7838,0.4,4.01,0.8278,3.2449,0.92,7.61,1.2568,-0.5118,-1.3042,248.5745,144,2010,242,East,January,O,16.68
2010-08-31,991.6451,987.37,993.34,1.8877,,42.65,95.8,17.8631,1.9385,0.31,4.75,0.8373,,0.84,8.29,1.6909,0.1909,-0.85,282.656,144,2010,243,verano,March,O,16.06
2010-09-01,992.1408,991.32,993.17,0.3805,0.844896,73.2,93.5,4.7864,1.8063,0.32,3.59,0.8864,2.9532,0.68,5.24,1.1314,-0.5128,-1.4898,251.0061,144,2010,244,otono,Sept,O,15.96
2010-09-02,991.7865,991.11,992.64,0.353,81.6057,66.56,94.6,8.7675,4.09608,0.6120000000000001,11.124,0.6081,2.1933,0.4,4.92,1.0409,,-0.7905,248.0111,144,2010,245,otono,JUNE,O,
2010-09-03,993.3503,992.43,994.29,0.5194,74.9856,48.8,94.9,14.5107,4.642200000000001,0.5040000000000001,15.552000000000001,0.9862,2.2097,0.28,6.32,1.5561,0.6796,0.4432,33.1097,144,2010,246,otono,Apr,NE,16.05
2010-09-04,993.5948,,995.86,1.1187,78.2273,53.11,93.2,13.0597,3.5406000000000004,0.6120000000000001,12.96,0.6563,1.7247,0.36,5.4,0.9832,0.232,-0.0148,356.3524,144,2010,247,otono,,N,16.29
2010-09-05,996.3331,995.47,997.31,0.5563,77.3847,47.91,97.9,17.0557,1.7808,0.24,5.33,1.2283,,0.48,8.57,1.9721,0.7417,0.8528,48.9854,144,2010,248,otono,September,ne,16.23
2010-09-06,993.7555,989.85,996.69,2.5368,73.8747,47.11,97.3,18.5564,2.0546,0.2,5.3,1.4608,3.5562,0.44,8.33,2.4216,0.366,1.4187,75.535,144,,249,otono,january,EAST,
2010-09-07,984.8831,982.28,989.8,2.4019,66.7108,39.07,94.7,15.1332,2.0348,0.17,2.93908483,1.3536,3.5726,0.32,4.970968,2.2785,-0.8631,1.3656,122.294,,2010,250,Inverano,September,SE,17.54
2010-09-08,981.3136,980.04,982.98,0.9154,79.5388,66.59,,9.5243,6.695640000000001,0.684,10.714921524000001,1.0968,3.0305,0.52,5.41835512,1.8157,-1.2291,0.3618,163.5994,144,2010,251,otono,Apr,S,16.44
2010-09-09,986.4223,982.79,991.41,2.6419,0.8640399999999999,102.80413079440082,67.67,9.2304,8.061119999999999,1.368,22.032,1.4783,3.6099,0.68,8.53,2.1067,-1.7755,-1.0046,209.5023,144,2010,252,otono,February,SO,19.56
2010-09-10,994.0705,991.44,995.83,1.1919,81.1692,56.76,96.8,13.4341,5.18076,0.792,15.336,77.36,2.5086,0.52,6.28,-65.10000000000001,-0.7919,-0.867,227.5917,144,2010,253,autumn,august,SO,21.47
2010-09-11,994.5044,993.03,995.74,0.8325,80.547,50.89,98.5,,1.2781,0.26,1.6777017,0.5594,2.0489,0.48,2.2369356000000002,0.7156,,-0.3176,198.2171,144,2010,254,otono,September,S,23.33
2010-09-12,992.5588,990.92,994.05,1.093,0.7808329999999999,0.45289999999999997,98.1,17.9211,1.2325,0.17,2.10644769,0.6294,2.0576,0.36,3.45482276,1.0289,-0.8576,-0.2551,196.5688,144,2010,255,otono,Sept,S,16.99
2010-09-13,996.2971,992.43,998.67,2.0268,80.4251,57.42,93.9,11.6871,1.6887,0.54,2.1623710800000002,0.7311,3.0272,1.16,3.4299679199999997,0.8779,-0.3799,-1.377,254.5757,144,2010,256,otono,,O,15.89
2010-09-14,992.0765,986.0,998.07,3.5329,0.84666,0.746,95.5,7.7329,14.9364,2.556,30.564,219.53,6.3031,1.72,11.63,-154.63,-3.7073,-1.6091,203.4632,144,2010,257,otono,APRIL,SO,16.99
2010-09-15,983.0418,981.47,985.83,1.373,0.7206170000000001,53.13,91.7,9.8287,3.777,0.72,7.92,1.7502,6.033,1.96,12.65,2.3706,-2.8825,-2.2054,217.4193,144,2010,258,otono,September,SO,15.42
2010-09-16,982.6515,979.88,983.85,1.2197,71.3599,53.4,89.2,9.6229,3.1867,9.831059949436323,0.91,1.2836,5.2958,1.76,10.87,1.9818,-2.3763,-1.9422,219.26,144,2010,259,otono,September,Suroeste,14.6
2010-09-17,985.1312,982.43,988.67,2.0482,76.544,59.23,92.8,10.5409,2.2426,0.71,4.38,0.8008,3.8405,1.36,8.77,1.6908,-1.0561,,240.1255,144,2010,260,otono,September,SO,13.4
2010-09-18,990.2578,988.75,991.3,0.7393,73.4829,95.61840942309676,50.84,,,0.9,14.76,94.99,3.0136,,7.26,-73.83,-0.5691,-1.2753,245.952,144,2010,261,otono,FEBRUARY,SO,14.91
2010-09-19,991.3731,990.75,992.14,0.413,73.9317,98.1493068660356,48.25,16.7158,1.4616,0.44,3.81,0.6269,2.5607,0.84,7.04,1.2589,-0.8275,-0.7323,221.505,144,2010,262,otono,september,SO,17.82
2010-09-20,990.7903,989.24,991.7,0.6869,0.720334,0.4366,91.7,17.2062,2.3881,0.53,6.01,1.3371,3.7103,0.8,8.73,1.7626,-1.9866,-0.6706,198.6525,144,2010,263,otono,September,S,20.68
2010-09-21,994.0324,991.33,996.88,1.5007,0.00767124,0.494,97.3,16.2325,1.1257,0.26,1.95731865,0.5774,2.041,0.54,4.7,0.9072,-0.3973,-0.2147,208.3829,144,2010,264,otono,September,Suroeste,22.27
2010-09-22,995.2856,992.65,997.46,1.8479,79.3824,42.31,99.4,20.7073,3.6755999999999998,0.648,8.532,0.5294,1.739,0.34,3.92,0.8113,-0.853,-0.1636,190.8553,144,2010,265,otono,July,Sur,22.82
2010-09-23,987.6908,,992.73,3.5956,76.9502,44.82,99.3,19.6205,6.83892,1.1880000000000002,9.887255352,1.0212,2.9354,0.74,4.3993066800000005,1.4518,-1.7228,-0.217,187.1806,,2010,266,otono,september,S,22.26
2010-09-24,976.8283,973.65,981.78,2.4633,78.1969,53.55,94.7,14.2125,1.6333,0.24,4.59,,2.8042,0.6,6.88,1.3672,-1.2885,-0.1953,188.6193,144,2010,267,otono,September,S,
2010-09-25,976.8505,974.89,979.79,1.7114,90.9667,83.5,95.5,3.4695,1.4792,0.2,3.28083888,0.8686,2.7485,0.6,4.6292139500000005,1.4245,0.0876,-0.4865,280.2027,144,2010,268,otoño ,September,,12.13
2010-09-26,980.8837,979.31,982.49,0.9776,80.9821,64.64,93.0,9.3506,1.8661,0.53,3.72,0.7483,3.0465,1.24,5.2,0.8629,-0.4772,-1.7331,254.6061,144,2010,,East,november,O,
2010-09-27,981.7758,980.79,982.5,,89.5347,78.5,93.4,4.6503,2.0412,,2.9204437000000003,1.0002,4.1062,0.96,4.92747203,1.6381,-0.9173,-1.5932,240.0696,144,2010,270,otono,September,SO,11.08
2010-09-28,986.8638,982.47,991.58,3.0081,0.944701,0.8859999999999999,97.4,2.3869,1.9781,0.36,5.02,1.4929,3.3473,0.88,8.41,1.9395,-0.1196,-1.4037,265.1285,144,2010,271,otono,September,O,10.39
2010-09-29,993.0241,991.44,994.15,0.917,0.8747079999999999,0.7090000000000001,96.5,7.9786,1.3474,0.2,4.26,0.8564,2.2081,0.38,6.01,1.1932,0.8731,0.4541,27.4797,144,2010,272,otono,APRIL,NE,12.13
2010-09-30,991.8368,,993.79,1.2103,79.9755,55.89,97.7,13.8782,,0.7200000000000001,6.397635816,56.95,1.7043,0.44,2.7340324000000003,-45.58,-0.1202,0.3347,109.754,144,2010,273,fall,February,E,13.37
2010-10-01,988.795,988.19,989.86,0.3729,81.6694,71.1,91.7,6.0074,1.6908,0.2,2.45441545,0.9441,2.6318,0.52,3.25598404,1.3776,-1.3905,0.19,172.2193,144,2010,274,otono,Apr,S,13.1
2010-10-02,988.9492,988.29,989.42,0.3063,86.2076,79.6,92.3,3.3122,2.326,0.61,2.6097582,0.7416,3.5831,1.26,3.8525002,1.159,-2.2858,0.0327,179.1808,144,2010,275,otono,,S,19.45
2010-10-03,,983.1,988.77,1.8012,80.3142,62.7,93.0,10.2267,3.2428,1.29,3.4175405,0.9792,4.9532,,,1.7432,-3.0932,0.0749,178.6121,144,2010,276,East,October,S,15.64
2010-10-04,981.21,979.66,983.11,1.1939,80.416,65.18,93.3,9.7091,10.94832,3.132,,1.0223,4.6767,1.72,8.15,1.6498,-2.8949,0.2618,174.8328,144,2010,277,otono,Jan,S,18.03
2010-10-05,982.2506,979.53,985.82,1.9276,0.839385,0.6774,95.6,8.525,6.79536,1.1520000000000001,11.772,0.5479,2.9279,0.88,5.02,0.77,-1.7847,-0.0874,,144,2010,278,otono,July,S,18.01
2010-10-06,988.4894,993.4463831395517,985.94,1.7188,0.847924,,94.9,8.21,2.5361,1.08,3.03229048,0.8773,3.8244,1.74,4.349597,1.2724,-2.4493,0.0112,179.7375,144,2010,279,OTONO,October,S,15.53
2010-10-07,995.1038,991.94,996.6,1.2844,86.9181,77.8,97.9,6.7913,1.4329,5.016525687515287,0.15,0.6744,2.2693,0.4,4.84,0.9524,-1.1556,0.0663,176.7147,144,2010,280,,October,S,16.58
2010-10-08,995.8513,994.92,996.5,0.4311,76.2219,53.28,97.6,14.5887,1.6506,7.902144420506991,0.11806049,0.9315,2.7444,0.36,3.62880664,1.4505,-0.7462,0.8643,130.8088,144,2010,281,otono,febrero,SE,17.75
2010-10-09,994.6106,992.55,996.35,1.3843,70.3444,36.92,95.5,19.3618,1.8531,0.23,4.5,1.1898,2.9367,0.48,7.24,1.7134,0.6554,1.0316,57.5716,144,2010,282,VERANO_INVIERNO,October,NE,13.33
2010-10-10,990.4918,988.92,992.46,0.9015,79.779,50.12,99.0,16.707,1.6144,6.884168116007748,0.08077823,1.1478,2.5476,0.3,4.38687926,1.667,,0.6513,28.0672,144,2010,283,otono,October,Noreste,12.99
2010-10-11,990.4194,988.97,991.42,0.6998,0.8091700000000001,44.28,99.1,18.2641,1.6161,0.19,5.09,1.3249,2.5582,0.44,7.44,1.798,1.0464,0.547,27.5977,144,2010,284,otono,October,NE,4.7
2010-10-12,991.4019,990.35,992.32,0.5299,0.9307850000000001,0.86,99.2,4.4455,5.59332,2.4480000000000004,10.584,51.1,2.5014,1.32,4.24,-35.004999999999995,0.8378,1.0331,50.9618,144,2010,285,otono,April,NE,8.96
2010-10-13,990.7693,989.73,,0.5969,0.825262,0.6661,96.6,7.5741,1.5615,0.21,3.47,0.7681,2.6512,0.54,5.25,1.2076,,1.0318,62.4456,144,2010,286,otono,October,NE,11.4
2010-10-14,988.6021,987.52,989.69,0.5291,0.828431,0.6028,96.6,11.4825,1.5174,0.28,4.02,0.8617,2.4935,0.56,5.33,1.1586,-0.2349,-0.9185,255.6528,144,2010,287,otono,October,O,10.43
2010-10-15,985.6439,982.6,987.86,1.604,0.870069,0.721,95.0,6.0199,1.5681,0.21,3.62,,2.5725,0.56,5.37,1.1428,-0.5063,-1.2762,248.3613,144,2010,288,otono,march,O,7.97
2010-10-16,983.5728,981.02,989.18,2.662,96.8569,103.31140483598217,90.5,1.7792,2.2381,0.48,3.5853106699999997,1.6082,3.3256,0.84,9.41,2.2623,1.137,0.8451,36.6238,144,2010,289,otono,Enero,NORTHEAST,8.14
2010-10-17,992.8676,999.5267881747031,989.18,1.7685,88.3356,68.43,99.7,10.7522,10.52712,1.692,18.144000000000002,1.0313,4.4331,1.26,7.97,1.4528,2.5841,1.1972,24.8579,144,2010,290,fall,July,NE,8.78
2010-10-18,993.6277,989.57,996.19,1.9399,85.9233,54.6,99.6,15.0835,1.1169,0.18,3.08,0.6173,1.8538,0.36,,0.9165,-0.7334,-0.1306,190.097,144,2010,291,otono,October,S,6.32
2010-10-19,981.4247,,989.46,3.8184,0.891708,0.76,100.0,8.3473,3.523,0.45,9.3,2.4913,5.2797,0.96,13.41,3.3964,-3.1516,-1.117,,144,2010,292,otono,MARCH,S,7.78
2010-10-20,980.2834,975.98,988.04,3.7501,86.0688,74.7,96.6,5.6933,1.7435,0.26,3.56,0.7667,3.3985,0.58,7.69,1.4343,-0.5819,-1.3485,246.6602,144,2010,293,otono,October,SO,7.53
2010-10-21,993.505,988.16,995.45,2.0836,70.0807,54.02,81.4,8.2039,3.4611,1.14,4.97718171,1.2562,,2.16,6.99042375,2.0913,-2.0295,-2.5683,231.6838,144,2010,294,otono,septiembre,SO,8.36
2010-10-22,993.3974,991.62,994.8,0.7341,72.6634,61.35,83.2,7.0036,3.4574,0.84,4.34338329,1.5944,5.2882,1.56,,2.3085,-2.9324,-1.5842,208.3799,144,,295,otono,October,SO,10.17
,984.6569,977.42,,4.7056,74.3965,51.22,96.1,14.8549,3.7927,0.79,6.0894358,1.931,5.8849,1.86,8.77997223,2.9345,-3.4507,,199.9892,144,2010,296,otono,October,S,
2010-10-24,980.7615,976.61,986.81,3.156,0.6919249999999999,53.25,83.8,7.2606,3.8824,0.35,9.48,2.0738,6.4208,1.0,13.01,3.2296,-2.8346,-2.4068,220.3339,144,2010,297,VERANO_INVIERNO,agosto,SOUTHWEST,7.89
2010-10-25,9928.772,986.97,998.17,3.4396,79.7149,62.7,94.3,9.2834,5.98716,0.9720000000000001,11.520000000000001,83.19,3.024,0.72,5.49,-62.980000000000004,-0.4272,-1.2591,251.2583,144,2010,298,otono,October,O,7.34
,1000.1718,997.94,1001.75,1.3531,0.842806,0.6686,96.5,7.9264,1.9495,0.27,4.17,0.9336,3.3031,0.64,6.45,1.3919,-0.6328,-1.5606,247.9296,144,2010,299,otono,March,O,9.47
2010-10-27,998.2159,995.16,1001.51,1.9331,76.5382,50.48,99.2,18.2647,2.448,0.52,6.07,1.6071,3.7136,0.96,9.61,2.2786,-2.2754,-0.7357,197.9188,144,2010,300,Estacion_Desconocida,October,S,13.95
2010-10-28,993.6883,992.78,995.26,0.7015,64.6208,48.0,89.6,10.0709,2.4703,0.51,3.52938728,1.3269,4.0353,0.84,5.72282691,1.9894,-2.0323,-1.0541,207.4142,144,2010,301,otono,JANUARY,SO,15.79
2010-10-29,988.1256,981.68,994.39,3.9324,77.1196,51.17,97.6,15.0948,2.005,0.2,5.25,1.2118,3.2249,0.48,8.17,1.6427,-1.9214,-0.1683,185.0054,144,2010,302,,October,S,14.2
2010-10-30,980.5431,979.79,981.57,0.4741,0.7257750000000001,0.5485,89.0,9.6489,2.1026,0.37,2.51655255,0.8549,3.1613,0.8,3.68473003,1.0371,-1.8903,-0.1525,184.6116,144,2010,303,otono,October,S,14.99
2010-10-31,978.331,976.85,980.89,0.9457,74.5502,51.13,90.6,11.3363,1.1865,0.19,2.66,,2.0099,6.313802696393498,0.56,0.8854,-0.8442,-0.0886,185.9889,144,2010,304,otono,MAY,S,11.49
2010-11-01,982.0323,979.03,986.49,2.2994,0.838792,0.6890000000000001,95.3,8.1728,1.0115,0.23,3.02,0.6277,1.6722,0.48,,0.8796,0.4698,0.2858,31.3128,144,2010,305,otono,November,NE,9.62
2010-11-02,987.9486,986.5,989.0,0.755,0.879201,0.742,95.3,5.5817,1.7127,0.2,2.6718953,0.898,2.7865,0.64,4.13211715,1.3845,-1.3914,-0.4116,196.4772,144,2010,306,otono,June,S,13.01
2010-11-03,987.735,986.3,990.43,1.1299,78.1583,71.0,87.4,4.7765,4.5151,0.64,8.44,2.1778,7.0208,1.28,13.41,3.0255,-3.8863,-1.9172,206.2575,144,2010,307,otono,february,SO,17.15
2010-11-04,991.4167,989.62,993.2,1.2137,73.5622,61.39,83.2,5.6365,6.1157,2.44,9.55,1.7479,9.1924,4.32,13.49,2.2319,-5.1292,-3.2658,,144,2010,308,otono,Jan,SO,14.76
2010-11-05,992.9643,989.75,994.17,0.9296,71.303,65.12,79.6,3.9939,4.814,0.64,10.04,2.0117,7.6569,1.44,13.93,2.4909,-3.8612,-2.7509,215.4681,144,2010,309,otono,FEBRUARY,SO,12.71
2010-11-06,985.5269,,989.26,1.1674,83.9187,71.4,93.0,7.0661,13.9986,28.270562143713033,0.8280000000000001,2.9709,5.9196,0.52,14.65,3.9996,-2.7953,-2.3215,219.7098,144,2010,310,otono,August,SOUTHWEST,5.84
2010-11-07,977.4457,972.05,984.06,3.1075,95.8278,92.2,98.2,1.4366,12.022920000000001,1.26,22.428,,4.8325,0.68,8.61,2.1206,2.7996,1.5019,28.2117,144,2010,311,otono,march,NE,3.43
2010-11-08,,955.59,972.01,5.3977,0.919514,0.853,96.7,3.2737,1.6273,0.52,3.08,0.6473,2.5123,1.0,4.73,0.8193,0.5366,0.8299,57.1106,144,2010,312,otono,JULY,NE,7.78
2010-11-09,956.2285,954.5,958.31,1.1645,,70.3,97.9,7.8173,1.398,0.23,5.21,0.9439,2.2549,0.52,7.81,1.4335,-1.1242,0.0243,178.7638,144,2010,313,otono,,S,9.5
2010-11-10,964.1144,974.1824060550285,958.35,3.9888,87.4563,70.2,99.4,9.7174,2.2983,0.33,6.12,1.4817,3.4394,11.643888808627278,0.64,1.9669,-1.9072,-0.829,203.4923,144,2010,314,Otoño,November,SO,7.37
2010-11-11,976.8083,963.7,982.61,5.4097,0.754885,57.08,91.4,11.2198,4.8823,0.41,9.55,2.5682,,1.24,17.4,3.8983,-4.1704,-1.946,205.0151,144,2010,315,otono,,SO,11.82
2010-11-12,967.8412,963.54,970.84,2.4907,0.7045269999999999,52.97,84.0,7.7581,4.5507,1.41,10.91,1.7066,7.9852,2.6,16.14,2.599,-3.8391,-2.306,210.9918,144,2010,316,otono,FEBRUARY,SO,15.4
2010-11-13,,968.11,974.4,2.0942,75.9371,68.62,82.0,3.6492,24.14124,6.336,37.980000000000004,2.0126,10.1188,3.08,16.05,2.7462,-5.8093,-3.2727,209.3951,144,2010,317,otono,enero,SO,17.95
2010-11-14,975.66,973.86,979.33,1.3536,65.8376,50.3,77.5,8.4661,3.0803,0.55,4.81562525,1.5379,4.5681,1.1,6.915859230000001,2.2174,-2.9237,-0.674,192.982,144,2010,318,otono,,South,12.81
2010-11-15,985.4972,979.36,990.75,3.2059,84.4274,69.65,95.1,8.7518,8.8794,0.7200000000000001,20.772,149.29,3.7853,0.6,8.97,-100.305,1.3811,0.3968,16.0284,144,2010,319,otono,October,N,4.04
2010-11-16,991.9092,990.67,992.91,0.6702,,0.924,96.7,1.0841,4.5844,,6.7,1.0906,6.6553,3.0,9.69,1.5095,4.1199,1.9926,25.8105,144,2010,320,otono,November,NE,2.51
2010-11-17,986.611,983.32,991.48,2.5469,97.6243,96.5,98.7,0.5805,9.847439999999999,4.464,6.199252421755896,0.6422,3.9588,1.68,4.30610103,1.0435,2.2072,1.5686,35.401,144,2010,321,otono,,NE,4.12
2010-11-18,983.3853,982.19,986.42,1.2274,0.9727429999999999,0.9259999999999999,99.0,1.8731,1.0833,0.3,2.36,0.5058,1.5981,0.6,3.64,0.6876,0.2229,0.1519,34.2694,144,2010,322,otono,NOVEMBER,NE,5.97
2010-11-19,988.938,986.29,,1.4358,87.7688,76.6,94.7,5.3027,1.5461,0.4,3.4,0.6247,2.2998,0.64,4.61,0.7208,-1.303,-0.4466,198.9205,144,2010,323,,November,S,8.2
,989.6026,987.75,990.84,0.9473,0.9023779999999999,0.6396000000000001,98.9,8.6907,0.9983,0.22,2.36,0.4961,1.614,0.44,,0.6763,-0.8781,-0.1158,187.5137,144,,324,Inverano,November,S,3.34
2010-11-21,983.9362,980.01,987.67,2.1361,98.4736,93.4,100.0,2.0891,8.95212,0.9,13.936108788000002,197.22,3.5567,0.56,5.30029463,-125.675,1.761,0.8864,26.7178,144,2010,325,otono,January,NE,2.35
2010-11-22,973.355,970.46,980.16,2.8658,97.3896,95.8,99.5,1.0651,3.4226,0.57,4.70999218,2.205,5.0728,1.44,6.145359190000001,2.6578,,0.3627,12.5909,144,2010,326,otono,November,N,2.45
2010-11-23,972.5329,970.83,973.77,,88.7312,81.4,96.4,4.7181,2.7986,1.17,4.21,0.6403,5.0562,2.52,7.49,0.9367,-1.0733,-2.5117,246.8618,144,2010,327,otono,November,SO,1.8
